"experiment_group","user_id","count_transactions","avg_revenue","sum_revenue"
A,105860,0,0,0
A,105863,0,0,0
A,105865,5,21.43,107.15
A,105866,0,0,0
A,105868,0,0,0
A,105871,6,35.20,211.17
A,105872,0,0,0
A,105873,0,0,0
A,105874,0,0,0
A,105876,0,0,0
A,105880,0,0,0
A,105881,0,0,0
A,105883,0,0,0
A,105884,0,0,0
A,105885,0,0,0
A,105889,0,0,0
A,105893,0,0,0
A,105900,0,0,0
A,105905,0,0,0
A,105906,0,0,0
A,105907,0,0,0
A,105909,2,11.93,23.85
A,105911,0,0,0
A,105912,0,0,0
A,105913,0,0,0
A,105916,0,0,0
A,105918,0,0,0
A,105921,0,0,0
A,105923,0,0,0
A,105924,0,0,0
A,105928,0,0,0
A,105929,0,0,0
A,105930,0,0,0
A,105932,0,0,0
A,105936,0,0,0
A,105937,0,0,0
A,105938,1,25.58,25.58
A,105939,0,0,0
A,105944,0,0,0
A,105945,0,0,0
A,105947,0,0,0
A,105950,0,0,0
A,105952,0,0,0
A,105953,0,0,0
A,105955,0,0,0
A,105956,0,0,0
A,105957,0,0,0
A,105961,0,0,0
A,105962,0,0,0
A,105964,0,0,0
A,105967,0,0,0
A,105974,0,0,0
A,105976,0,0,0
A,105978,0,0,0
A,105979,0,0,0
A,105980,0,0,0
A,105981,0,0,0
A,105983,0,0,0
A,105984,0,0,0
A,105985,0,0,0
A,105987,0,0,0
A,105988,0,0,0
A,105989,0,0,0
A,105990,0,0,0
A,105992,0,0,0
A,105995,0,0,0
A,105998,0,0,0
A,105999,0,0,0
A,106000,0,0,0
A,106003,0,0,0
A,106005,0,0,0
A,106007,0,0,0
A,106008,0,0,0
A,106009,0,0,0
A,106013,0,0,0
A,106015,0,0,0
A,106017,0,0,0
A,106018,0,0,0
A,106019,0,0,0
A,106020,0,0,0
A,106021,0,0,0
A,106023,0,0,0
A,106025,0,0,0
A,106027,0,0,0
A,106032,2,34.37,68.73
A,106033,0,0,0
A,106035,0,0,0
A,106036,0,0,0
A,106039,0,0,0
A,106040,0,0,0
A,106043,0,0,0
A,106044,0,0,0
A,106045,0,0,0
A,106046,0,0,0
A,106047,0,0,0
A,106049,0,0,0
A,106050,0,0,0
A,106052,0,0,0
A,106055,0,0,0
A,106057,0,0,0
A,106058,0,0,0
A,106061,0,0,0
A,106062,0,0,0
A,106063,0,0,0
A,106066,4,16.54,66.17
A,106069,0,0,0
A,106070,11,45.07,495.76
A,106072,1,35.96,35.96
A,106073,0,0,0
A,106074,0,0,0
A,106075,0,0,0
A,106076,0,0,0
A,106077,0,0,0
A,106079,0,0,0
A,106083,0,0,0
A,106086,0,0,0
A,106087,0,0,0
A,106088,0,0,0
A,106089,0,0,0
A,106090,0,0,0
A,106093,0,0,0
A,106096,0,0,0
A,106100,0,0,0
A,106103,0,0,0
A,106104,0,0,0
A,106106,0,0,0
A,106109,0,0,0
A,106110,0,0,0
A,106111,0,0,0
A,106112,0,0,0
A,106115,0,0,0
A,106116,0,0,0
A,106118,0,0,0
A,106120,0,0,0
A,106122,0,0,0
A,106123,0,0,0
A,106125,0,0,0
A,106130,0,0,0
A,106131,0,0,0
A,106135,0,0,0
A,106136,0,0,0
A,106137,0,0,0
A,106143,0,0,0
A,106144,0,0,0
A,106145,0,0,0
A,106147,0,0,0
A,106150,0,0,0
A,106152,0,0,0
A,106153,6,45.90,275.42
A,106157,0,0,0
A,106158,0,0,0
A,106159,1,54.96,54.96
A,106160,0,0,0
A,106161,0,0,0
A,106162,5,53.97,269.86
A,106169,0,0,0
A,106173,0,0,0
A,106175,0,0,0
A,106176,1,16.84,16.84
A,106178,0,0,0
A,106179,0,0,0
A,106180,0,0,0
A,106183,0,0,0
A,106184,0,0,0
A,106185,0,0,0
A,106186,0,0,0
A,106187,0,0,0
A,106189,0,0,0
A,106190,0,0,0
A,106195,0,0,0
A,106196,0,0,0
A,106198,0,0,0
A,106199,2,27.73,55.45
A,106200,0,0,0
A,106203,0,0,0
A,106204,0,0,0
A,106205,0,0,0
A,106208,0,0,0
A,106213,0,0,0
A,106216,3,37.57,112.71
A,106217,0,0,0
A,106219,0,0,0
A,106226,0,0,0
A,106227,0,0,0
A,106231,0,0,0
A,106232,0,0,0
A,106234,0,0,0
A,106235,0,0,0
A,106236,0,0,0
A,106238,0,0,0
A,106239,0,0,0
A,106242,8,48.70,389.59
A,106243,0,0,0
A,106244,0,0,0
A,106247,0,0,0
A,106249,0,0,0
A,106250,0,0,0
A,106251,0,0,0
A,106253,15,29.03,435.52
A,106254,0,0,0
A,106255,0,0,0
A,106257,0,0,0
A,106258,0,0,0
A,106262,0,0,0
A,106263,0,0,0
A,106265,0,0,0
A,106266,0,0,0
A,106267,0,0,0
A,106270,0,0,0
A,106275,0,0,0
A,106277,0,0,0
A,106278,0,0,0
A,106285,0,0,0
A,106287,0,0,0
A,106288,0,0,0
A,106289,0,0,0
A,106290,0,0,0
A,106293,0,0,0
A,106296,0,0,0
A,106303,0,0,0
A,106304,0,0,0
A,106306,0,0,0
A,106307,0,0,0
A,106308,0,0,0
A,106309,0,0,0
A,106311,0,0,0
A,106313,0,0,0
A,106316,0,0,0
A,106319,0,0,0
A,106320,0,0,0
A,106323,0,0,0
A,106325,0,0,0
A,106327,0,0,0
A,106329,0,0,0
A,106333,0,0,0
A,106338,0,0,0
A,106340,0,0,0
A,106341,0,0,0
A,106342,0,0,0
A,106345,0,0,0
A,106348,0,0,0
A,106352,0,0,0
A,106354,0,0,0
A,106355,0,0,0
A,106356,0,0,0
A,106357,0,0,0
A,106358,0,0,0
A,106359,0,0,0
A,106361,0,0,0
A,106362,0,0,0
A,106363,0,0,0
A,106364,0,0,0
A,106365,0,0,0
A,106366,0,0,0
A,106367,0,0,0
A,106370,0,0,0
A,106371,0,0,0
A,106375,0,0,0
A,106378,0,0,0
A,106381,0,0,0
A,106384,4,68.05,272.20
A,106388,2,14.06,28.13
A,106390,0,0,0
A,106395,0,0,0
A,106400,0,0,0
A,106401,0,0,0
A,106402,0,0,0
A,106405,0,0,0
A,106406,0,0,0
A,106407,0,0,0
A,106410,0,0,0
A,106413,0,0,0
A,106417,0,0,0
A,106420,0,0,0
A,106421,0,0,0
A,106422,0,0,0
A,106423,0,0,0
A,106424,0,0,0
A,106427,0,0,0
A,106430,2,14.40,28.80
A,106434,0,0,0
A,106437,0,0,0
A,106440,1,9.87,9.87
A,106441,0,0,0
A,106447,0,0,0
A,106450,0,0,0
A,106452,0,0,0
A,106453,0,0,0
A,106454,0,0,0
A,106455,0,0,0
A,106456,0,0,0
A,106458,0,0,0
A,106460,0,0,0
A,106461,0,0,0
A,106462,0,0,0
A,106464,0,0,0
A,106465,0,0,0
A,106466,0,0,0
A,106468,0,0,0
A,106472,0,0,0
A,106475,0,0,0
A,106476,0,0,0
A,106478,0,0,0
A,106479,7,19.18,134.27
A,106480,0,0,0
A,106483,0,0,0
A,106486,0,0,0
A,106490,0,0,0
A,106493,0,0,0
A,106494,0,0,0
A,106496,0,0,0
A,106499,0,0,0
A,106500,0,0,0
A,106501,0,0,0
A,106504,0,0,0
A,106505,0,0,0
A,106507,0,0,0
A,106508,0,0,0
A,106514,0,0,0
A,106517,2,50.75,101.49
A,106520,0,0,0
A,106521,0,0,0
A,106522,0,0,0
A,106524,0,0,0
A,106525,0,0,0
A,106526,0,0,0
A,106527,0,0,0
A,106528,0,0,0
A,106529,0,0,0
A,106532,0,0,0
A,106535,1,23.54,23.54
A,106536,0,0,0
A,106538,0,0,0
A,106539,0,0,0
A,106542,0,0,0
A,106543,2,20.41,40.82
A,106545,0,0,0
A,106546,0,0,0
A,106547,0,0,0
A,106548,0,0,0
A,106549,0,0,0
A,106550,4,20.64,82.55
A,106551,0,0,0
A,106555,0,0,0
A,106558,0,0,0
A,106559,0,0,0
A,106561,0,0,0
A,106563,0,0,0
A,106568,0,0,0
A,106571,0,0,0
A,106572,0,0,0
A,106573,0,0,0
A,106574,0,0,0
A,106577,0,0,0
A,106581,0,0,0
A,106583,0,0,0
A,106586,1,15.63,15.63
A,106589,0,0,0
A,106592,0,0,0
A,106594,0,0,0
A,106598,0,0,0
A,106602,0,0,0
A,106605,0,0,0
A,106606,0,0,0
A,106607,0,0,0
A,106609,0,0,0
A,106610,0,0,0
A,106612,0,0,0
A,106615,0,0,0
A,106616,0,0,0
A,106618,0,0,0
A,106619,0,0,0
A,106620,0,0,0
A,106622,0,0,0
A,106624,0,0,0
A,106625,0,0,0
A,106629,0,0,0
A,106631,0,0,0
A,106632,0,0,0
A,106633,0,0,0
A,106634,0,0,0
A,106637,0,0,0
A,106638,0,0,0
A,106640,0,0,0
A,106641,1,55.42,55.42
A,106642,0,0,0
A,106647,0,0,0
A,106651,0,0,0
A,106652,0,0,0
A,106653,0,0,0
A,106654,0,0,0
A,106656,0,0,0
A,106660,0,0,0
A,106662,0,0,0
A,106664,0,0,0
A,106665,0,0,0
A,106669,0,0,0
A,106670,0,0,0
A,106671,0,0,0
A,106675,0,0,0
A,106677,0,0,0
A,106680,0,0,0
A,106682,0,0,0
A,106686,0,0,0
A,106687,1,23.31,23.31
A,106689,0,0,0
A,106691,0,0,0
A,106692,0,0,0
A,106696,0,0,0
A,106697,0,0,0
A,106698,0,0,0
A,106703,0,0,0
A,106704,0,0,0
A,106705,0,0,0
A,106710,0,0,0
A,106711,0,0,0
A,106715,0,0,0
A,106716,0,0,0
A,106718,0,0,0
A,106720,0,0,0
A,106722,0,0,0
A,106724,0,0,0
A,106728,0,0,0
A,106729,2,35.13,70.27
A,106732,0,0,0
A,106735,0,0,0
A,106738,0,0,0
A,106746,0,0,0
A,106748,0,0,0
A,106749,0,0,0
A,106750,0,0,0
A,106751,3,25.47,76.40
A,106754,0,0,0
A,106755,0,0,0
A,106757,0,0,0
A,106759,0,0,0
A,106763,0,0,0
A,106765,0,0,0
A,106766,0,0,0
A,106769,0,0,0
A,106772,0,0,0
A,106773,0,0,0
A,106774,0,0,0
A,106775,0,0,0
A,106777,0,0,0
A,106778,0,0,0
A,106780,0,0,0
A,106781,0,0,0
A,106782,0,0,0
A,106785,0,0,0
A,106789,0,0,0
A,106790,0,0,0
A,106791,0,0,0
A,106792,0,0,0
A,106798,0,0,0
A,106801,5,15.44,77.20
A,106802,0,0,0
A,106804,0,0,0
A,106806,0,0,0
A,106807,0,0,0
A,106809,0,0,0
A,106811,0,0,0
A,106812,2,17.53,35.07
A,106815,0,0,0
A,106817,0,0,0
A,106818,0,0,0
A,106819,0,0,0
A,106820,0,0,0
A,106823,0,0,0
A,106825,0,0,0
A,106828,0,0,0
A,106829,0,0,0
A,106832,0,0,0
A,106835,0,0,0
A,106837,0,0,0
A,106838,0,0,0
A,106840,0,0,0
A,106842,0,0,0
A,106843,0,0,0
A,106844,0,0,0
A,106846,0,0,0
A,106847,0,0,0
A,106850,0,0,0
A,106851,2,31.01,62.02
A,106853,0,0,0
A,106855,0,0,0
A,106857,0,0,0
A,106858,0,0,0
A,106859,0,0,0
A,106862,0,0,0
A,106864,0,0,0
A,106865,0,0,0
A,106867,0,0,0
A,106869,0,0,0
A,106871,0,0,0
A,106872,0,0,0
A,106873,0,0,0
A,106874,0,0,0
A,106877,0,0,0
A,106878,0,0,0
A,106879,0,0,0
A,106882,0,0,0
A,106883,0,0,0
A,106885,0,0,0
A,106886,2,33.56,67.12
A,106887,0,0,0
A,106888,0,0,0
A,106889,0,0,0
A,106896,0,0,0
A,106897,0,0,0
A,106899,0,0,0
A,106906,3,7.74,23.23
A,106907,0,0,0
A,106908,0,0,0
A,106909,0,0,0
A,106912,0,0,0
A,106913,0,0,0
A,106920,0,0,0
A,106921,0,0,0
A,106922,0,0,0
A,106924,0,0,0
A,106925,0,0,0
A,106927,1,87.29,87.29
A,106928,0,0,0
A,106930,0,0,0
A,106936,0,0,0
A,106937,0,0,0
A,106941,3,35.00,105.00
A,106942,0,0,0
A,106943,0,0,0
A,106944,0,0,0
A,106945,0,0,0
A,106947,0,0,0
A,106949,3,13.82,41.46
A,106951,0,0,0
A,106952,0,0,0
A,106956,0,0,0
A,106957,6,37.21,223.26
A,106958,0,0,0
A,106960,0,0,0
A,106961,0,0,0
A,106963,0,0,0
A,106964,1,2.44,2.44
A,106966,0,0,0
A,106968,0,0,0
A,106969,0,0,0
A,106970,0,0,0
A,106972,0,0,0
A,106973,0,0,0
A,106974,0,0,0
A,106975,0,0,0
A,106976,0,0,0
A,106980,0,0,0
A,106985,0,0,0
A,106986,0,0,0
A,106988,0,0,0
A,106990,0,0,0
A,106991,0,0,0
A,106992,3,24.61,73.83
A,106994,0,0,0
A,106995,0,0,0
A,106998,0,0,0
A,106999,0,0,0
A,107002,0,0,0
A,107003,0,0,0
A,107009,0,0,0
A,107012,0,0,0
A,107013,0,0,0
A,107014,0,0,0
A,107016,0,0,0
A,107017,0,0,0
A,107018,0,0,0
A,107020,0,0,0
A,107024,2,44.28,88.56
A,107026,0,0,0
A,107028,0,0,0
A,107034,0,0,0
A,107037,0,0,0
A,107041,0,0,0
A,107042,2,52.12,104.23
A,107043,0,0,0
A,107045,0,0,0
A,107047,0,0,0
A,107053,0,0,0
A,107055,0,0,0
A,107058,0,0,0
A,107064,0,0,0
A,107066,0,0,0
A,107068,0,0,0
A,107071,0,0,0
A,107072,0,0,0
A,107074,0,0,0
A,107075,0,0,0
A,107080,0,0,0
A,107082,0,0,0
A,107083,0,0,0
A,107086,0,0,0
A,107087,0,0,0
A,107090,0,0,0
A,107091,0,0,0
A,107092,0,0,0
A,107096,0,0,0
A,107097,0,0,0
A,107098,0,0,0
A,107099,0,0,0
A,107100,0,0,0
A,107101,1,5.76,5.76
A,107106,0,0,0
A,107108,0,0,0
A,107111,0,0,0
A,107112,0,0,0
A,107113,0,0,0
A,107114,0,0,0
A,107116,0,0,0
A,107117,0,0,0
A,107118,1,9.42,9.42
A,107119,0,0,0
A,107121,0,0,0
A,107125,0,0,0
A,107127,0,0,0
A,107128,0,0,0
A,107131,0,0,0
A,107133,0,0,0
A,107134,0,0,0
A,107136,0,0,0
A,107138,0,0,0
A,107139,0,0,0
A,107140,0,0,0
A,107143,0,0,0
A,107146,0,0,0
A,107147,0,0,0
A,107151,0,0,0
A,107153,0,0,0
A,107157,0,0,0
A,107158,0,0,0
A,107160,0,0,0
A,107162,0,0,0
A,107163,0,0,0
A,107165,0,0,0
A,107167,0,0,0
A,107168,0,0,0
A,107170,0,0,0
A,107171,0,0,0
A,107174,0,0,0
A,107177,0,0,0
A,107178,0,0,0
A,107179,0,0,0
A,107181,0,0,0
A,107182,0,0,0
A,107183,4,26.46,105.82
A,107192,0,0,0
A,107193,0,0,0
A,107194,0,0,0
A,107197,0,0,0
A,107198,0,0,0
A,107199,5,21.03,105.15
A,107200,0,0,0
A,107201,0,0,0
A,107202,0,0,0
A,107205,0,0,0
A,107207,0,0,0
A,107214,0,0,0
A,107215,0,0,0
A,107216,0,0,0
A,107217,0,0,0
A,107218,0,0,0
A,107219,0,0,0
A,107220,0,0,0
A,107221,0,0,0
A,107223,0,0,0
A,107224,0,0,0
A,107225,0,0,0
A,107227,1,5.05,5.05
A,107231,0,0,0
A,107232,0,0,0
A,107234,0,0,0
A,107235,0,0,0
A,107237,0,0,0
A,107240,0,0,0
A,107242,0,0,0
A,107243,0,0,0
A,107244,4,64.24,256.95
A,107246,5,27.11,135.55
A,107247,0,0,0
A,107248,1,24.16,24.16
A,107249,1,9.48,9.48
A,107258,0,0,0
A,107260,0,0,0
A,107264,0,0,0
A,107266,0,0,0
A,107267,0,0,0
A,107270,0,0,0
A,107272,0,0,0
A,107273,0,0,0
A,107274,0,0,0
A,107275,0,0,0
A,107277,0,0,0
A,107278,0,0,0
A,107280,0,0,0
A,107281,0,0,0
A,107283,0,0,0
A,107286,0,0,0
A,107289,0,0,0
A,107293,0,0,0
A,107294,0,0,0
A,107295,0,0,0
A,107297,0,0,0
A,107298,6,49.37,296.24
A,107299,0,0,0
A,107300,0,0,0
A,107306,0,0,0
A,107309,0,0,0
A,107313,0,0,0
A,107314,0,0,0
A,107315,0,0,0
A,107316,0,0,0
A,107321,0,0,0
A,107323,0,0,0
A,107324,3,7.54,22.62
A,107325,0,0,0
A,107330,0,0,0
A,107332,0,0,0
A,107333,0,0,0
A,107334,0,0,0
A,107336,0,0,0
A,107337,0,0,0
A,107338,0,0,0
A,107342,0,0,0
A,107343,0,0,0
A,107346,0,0,0
A,107347,0,0,0
A,107352,0,0,0
A,107358,0,0,0
A,107362,7,15.59,109.14
A,107365,0,0,0
A,107366,0,0,0
A,107367,1,12.03,12.03
A,107369,0,0,0
A,107371,0,0,0
A,107372,2,38.29,76.59
A,107374,0,0,0
A,107375,0,0,0
A,107376,0,0,0
A,107377,0,0,0
A,107378,0,0,0
A,107379,0,0,0
A,107380,0,0,0
A,107384,2,43.42,86.84
A,107388,0,0,0
A,107395,0,0,0
A,107396,0,0,0
A,107401,0,0,0
A,107403,0,0,0
A,107404,0,0,0
A,107406,0,0,0
A,107407,0,0,0
A,107408,0,0,0
A,107410,0,0,0
A,107413,0,0,0
A,107415,0,0,0
A,107416,0,0,0
A,107418,0,0,0
A,107422,8,90.45,723.64
A,107423,0,0,0
A,107425,0,0,0
A,107426,0,0,0
A,107427,0,0,0
A,107428,0,0,0
A,107431,0,0,0
A,107432,0,0,0
A,107433,0,0,0
A,107435,0,0,0
A,107436,0,0,0
A,107437,0,0,0
A,107439,0,0,0
A,107441,0,0,0
A,107442,0,0,0
A,107444,0,0,0
A,107446,0,0,0
A,107451,0,0,0
A,107454,0,0,0
A,107455,0,0,0
A,107456,0,0,0
A,107457,0,0,0
A,107459,0,0,0
A,107460,0,0,0
A,107462,0,0,0
A,107463,0,0,0
A,107464,0,0,0
A,107465,15,41.63,624.51
A,107468,0,0,0
A,107471,0,0,0
A,107473,0,0,0
A,107474,0,0,0
A,107475,0,0,0
A,107477,2,31.14,62.28
A,107479,0,0,0
A,107480,0,0,0
A,107482,0,0,0
A,107484,0,0,0
A,107486,0,0,0
A,107489,0,0,0
A,107493,0,0,0
A,107495,0,0,0
A,107496,4,19.44,77.78
A,107497,0,0,0
A,107498,0,0,0
A,107499,0,0,0
A,107502,0,0,0
A,107503,0,0,0
A,107505,0,0,0
A,107506,0,0,0
A,107509,0,0,0
A,107510,0,0,0
A,107513,0,0,0
A,107515,0,0,0
A,107517,0,0,0
A,107518,0,0,0
A,107520,0,0,0
A,107521,0,0,0
A,107523,0,0,0
A,107524,0,0,0
A,107526,0,0,0
A,107527,0,0,0
A,107528,0,0,0
A,107530,0,0,0
A,107531,0,0,0
A,107532,0,0,0
A,107533,0,0,0
A,107536,0,0,0
A,107539,0,0,0
A,107541,0,0,0
A,107546,0,0,0
A,107549,0,0,0
A,107550,0,0,0
A,107552,0,0,0
A,107554,0,0,0
A,107556,0,0,0
A,107557,0,0,0
A,107559,0,0,0
A,107561,0,0,0
A,107563,0,0,0
A,107564,9,13.66,122.90
A,107565,0,0,0
A,107567,1,40.98,40.98
A,107573,0,0,0
A,107575,5,45.99,229.93
A,107576,0,0,0
A,107578,0,0,0
A,107580,0,0,0
A,107582,0,0,0
A,107583,0,0,0
A,107584,0,0,0
A,107585,0,0,0
A,107588,0,0,0
A,107589,0,0,0
A,107590,0,0,0
A,107591,0,0,0
A,107592,0,0,0
A,107594,0,0,0
A,107595,0,0,0
A,107597,0,0,0
A,107599,0,0,0
A,107604,0,0,0
A,107609,0,0,0
A,107612,0,0,0
A,107613,0,0,0
A,107615,0,0,0
A,107617,0,0,0
A,107619,0,0,0
A,107620,0,0,0
A,107623,0,0,0
A,107624,0,0,0
A,107627,0,0,0
A,107629,0,0,0
A,107632,0,0,0
A,107633,0,0,0
A,107634,0,0,0
A,107636,0,0,0
A,107637,0,0,0
A,107638,4,16.80,67.19
A,107641,0,0,0
A,107643,0,0,0
A,107647,0,0,0
A,107648,0,0,0
A,107651,0,0,0
A,107653,0,0,0
A,107654,0,0,0
A,107656,4,83.53,334.11
A,107657,0,0,0
A,107658,0,0,0
A,107661,0,0,0
A,107662,0,0,0
A,107663,10,35.53,355.32
A,107668,0,0,0
A,107669,0,0,0
A,107677,0,0,0
A,107678,0,0,0
A,107679,0,0,0
A,107682,0,0,0
A,107683,0,0,0
A,107684,0,0,0
A,107685,0,0,0
A,107690,0,0,0
A,107693,0,0,0
A,107694,0,0,0
A,107696,0,0,0
A,107702,0,0,0
A,107704,0,0,0
A,107708,0,0,0
A,107709,0,0,0
A,107710,0,0,0
A,107713,0,0,0
A,107715,0,0,0
A,107716,2,41.76,83.52
A,107719,0,0,0
A,107720,0,0,0
A,107721,0,0,0
A,107725,0,0,0
A,107726,0,0,0
A,107730,0,0,0
A,107731,0,0,0
A,107734,0,0,0
A,107735,0,0,0
A,107736,0,0,0
A,107737,0,0,0
A,107738,0,0,0
A,107739,0,0,0
A,107741,0,0,0
A,107742,0,0,0
A,107746,0,0,0
A,107747,0,0,0
A,107748,0,0,0
A,107755,0,0,0
A,107756,0,0,0
A,107757,0,0,0
A,107760,0,0,0
A,107765,0,0,0
A,107771,0,0,0
A,107773,0,0,0
A,107777,0,0,0
A,107778,1,21.25,21.25
A,107780,0,0,0
A,107782,0,0,0
A,107783,0,0,0
A,107785,0,0,0
A,107786,0,0,0
A,107788,0,0,0
A,107789,0,0,0
A,107790,0,0,0
A,107791,1,16.43,16.43
A,107793,0,0,0
A,107794,0,0,0
A,107795,0,0,0
A,107797,0,0,0
A,107798,0,0,0
A,107799,0,0,0
A,107800,0,0,0
A,107801,5,32.54,162.68
A,107802,1,12.43,12.43
A,107805,0,0,0
A,107806,0,0,0
A,107810,0,0,0
A,107811,0,0,0
A,107812,0,0,0
A,107813,0,0,0
A,107815,0,0,0
A,107817,0,0,0
A,107822,0,0,0
A,107823,0,0,0
A,107824,0,0,0
A,107825,0,0,0
A,107826,0,0,0
A,107830,0,0,0
A,107831,0,0,0
A,107833,0,0,0
A,107836,0,0,0
A,107837,6,20.05,120.32
A,107838,0,0,0
A,107839,0,0,0
A,107840,0,0,0
A,107841,0,0,0
A,107842,0,0,0
A,107843,0,0,0
A,107844,0,0,0
A,107845,0,0,0
A,107846,0,0,0
A,107848,0,0,0
A,107849,0,0,0
A,107851,0,0,0
A,107853,0,0,0
A,107854,0,0,0
A,107856,0,0,0
A,107857,0,0,0
A,107858,0,0,0
A,107859,0,0,0
A,107861,0,0,0
A,107862,0,0,0
A,107864,0,0,0
A,107865,0,0,0
A,107867,0,0,0
A,107869,0,0,0
A,107870,0,0,0
A,107874,0,0,0
A,107876,0,0,0
A,107884,0,0,0
A,107885,0,0,0
A,107886,0,0,0
A,107887,0,0,0
A,107890,0,0,0
A,107895,0,0,0
A,107896,0,0,0
A,107897,0,0,0
A,107900,0,0,0
A,107903,0,0,0
A,107904,0,0,0
A,107906,0,0,0
A,107909,0,0,0
A,107910,0,0,0
A,107913,0,0,0
A,107919,0,0,0
A,107920,0,0,0
A,107922,0,0,0
A,107924,0,0,0
A,107925,0,0,0
A,107926,0,0,0
A,107928,0,0,0
A,107929,0,0,0
A,107930,0,0,0
A,107933,0,0,0
A,107935,0,0,0
A,107938,0,0,0
A,107939,0,0,0
A,107945,0,0,0
A,107946,0,0,0
A,107947,0,0,0
A,107948,0,0,0
A,107949,0,0,0
A,107951,0,0,0
A,107952,0,0,0
A,107953,0,0,0
A,107955,0,0,0
A,107956,0,0,0
A,107958,0,0,0
A,107960,0,0,0
A,107962,0,0,0
A,107965,9,51.76,465.80
A,107973,0,0,0
A,107974,7,73.38,513.66
A,107977,0,0,0
A,107979,0,0,0
A,107981,0,0,0
A,107984,0,0,0
A,107986,0,0,0
A,107987,0,0,0
A,107991,0,0,0
A,107993,0,0,0
A,107995,0,0,0
A,107997,0,0,0
A,107998,0,0,0
A,108001,0,0,0
A,108002,0,0,0
A,108003,0,0,0
A,108007,0,0,0
A,108008,0,0,0
A,108013,0,0,0
A,108014,0,0,0
A,108015,0,0,0
A,108016,0,0,0
A,108017,0,0,0
A,108018,0,0,0
A,108024,0,0,0
A,108026,0,0,0
A,108028,0,0,0
A,108029,0,0,0
A,108033,0,0,0
A,108035,0,0,0
A,108039,0,0,0
A,108041,0,0,0
A,108043,0,0,0
A,108044,1,7.38,7.38
A,108049,0,0,0
A,108050,0,0,0
A,108051,0,0,0
A,108054,0,0,0
A,108056,0,0,0
A,108059,0,0,0
A,108060,0,0,0
A,108061,0,0,0
A,108065,0,0,0
A,108067,0,0,0
A,108068,0,0,0
A,108070,0,0,0
A,108071,0,0,0
A,108073,0,0,0
A,108074,0,0,0
A,108076,0,0,0
A,108077,0,0,0
A,108078,0,0,0
A,108079,0,0,0
A,108080,0,0,0
A,108082,0,0,0
A,108083,8,31.68,253.46
A,108085,0,0,0
A,108086,4,31.30,125.20
A,108088,0,0,0
A,108089,0,0,0
A,108090,0,0,0
A,108091,0,0,0
A,108092,0,0,0
A,108093,0,0,0
A,108094,0,0,0
A,108095,0,0,0
A,108096,1,40.09,40.09
A,108097,0,0,0
A,108100,0,0,0
A,108104,0,0,0
A,108107,1,13.41,13.41
A,108108,0,0,0
A,108111,0,0,0
A,108113,0,0,0
A,108119,0,0,0
A,108123,0,0,0
A,108125,0,0,0
A,108126,0,0,0
A,108134,0,0,0
A,108135,0,0,0
A,108136,0,0,0
A,108140,0,0,0
A,108141,0,0,0
A,108144,1,196.23,196.23
A,108146,0,0,0
A,108148,0,0,0
A,108150,0,0,0
A,108151,0,0,0
A,108152,0,0,0
A,108154,0,0,0
A,108157,0,0,0
A,108161,0,0,0
A,108162,0,0,0
A,108164,2,33.81,67.63
A,108166,3,17.36,52.09
A,108170,0,0,0
A,108171,0,0,0
A,108172,0,0,0
A,108175,0,0,0
A,108177,0,0,0
A,108178,0,0,0
A,108182,0,0,0
A,108186,0,0,0
A,108188,0,0,0
A,108190,0,0,0
A,108191,0,0,0
A,108192,0,0,0
A,108196,0,0,0
A,108204,0,0,0
A,108205,0,0,0
A,108206,0,0,0
A,108208,0,0,0
A,108212,0,0,0
A,108215,0,0,0
A,108217,0,0,0
A,108219,2,23.74,47.47
A,108220,0,0,0
A,108222,0,0,0
A,108224,8,30.61,244.85
A,108225,0,0,0
A,108228,0,0,0
A,108229,0,0,0
A,108230,0,0,0
A,108231,1,69.61,69.61
A,108232,0,0,0
A,108233,0,0,0
A,108234,0,0,0
A,108235,0,0,0
A,108237,0,0,0
A,108239,0,0,0
A,108243,0,0,0
A,108244,0,0,0
A,108246,0,0,0
A,108247,0,0,0
A,108249,0,0,0
A,108252,2,7.71,15.42
A,108253,0,0,0
A,108256,0,0,0
A,108258,0,0,0
A,108260,0,0,0
A,108261,0,0,0
A,108262,0,0,0
A,108263,0,0,0
A,108264,0,0,0
A,108265,0,0,0
A,108268,0,0,0
A,108269,0,0,0
A,108270,0,0,0
A,108271,0,0,0
A,108274,0,0,0
A,108276,0,0,0
A,108277,1,12.02,12.02
A,108278,0,0,0
A,108281,0,0,0
A,108282,0,0,0
A,108283,0,0,0
A,108286,0,0,0
A,108288,0,0,0
A,108294,0,0,0
A,108295,0,0,0
A,108296,0,0,0
A,108297,0,0,0
A,108298,0,0,0
A,108301,0,0,0
A,108303,0,0,0
A,108304,0,0,0
A,108305,0,0,0
A,108307,0,0,0
A,108310,0,0,0
A,108311,0,0,0
A,108313,0,0,0
A,108314,0,0,0
A,108316,0,0,0
A,108317,0,0,0
A,108318,0,0,0
A,108320,10,22.14,221.43
A,108323,0,0,0
A,108324,0,0,0
A,108326,0,0,0
A,108328,0,0,0
A,108332,0,0,0
A,108334,0,0,0
A,108335,0,0,0
A,108338,0,0,0
A,108341,0,0,0
A,108343,0,0,0
A,108346,0,0,0
A,108352,0,0,0
A,108353,0,0,0
A,108356,0,0,0
