application_id,user_id,application_at,credit_score,approved,activated
582,103629,2026-06-02 05:14:00,617,0,0
583,103638,2026-05-13 06:53:00,726,1,1
584,103642,2026-05-27 14:48:00,583,0,0
585,103645,2026-05-30 05:09:00,563,0,0
586,103653,2026-05-19 23:59:00,630,0,0
587,103655,2026-05-20 05:55:00,669,0,0
588,103659,2026-05-18 03:57:00,456,1,1
589,103664,2026-05-17 10:51:00,511,1,1
590,103670,2026-06-01 12:48:00,638,1,1
591,103678,2026-05-09 09:24:00,658,1,1
592,103687,2026-06-07 19:31:00,803,1,1
593,103692,2026-06-10 15:52:00,672,1,1
594,103694,2026-05-18 05:51:00,638,1,1
595,103698,2026-05-28 01:30:00,713,0,0
596,103701,2026-05-19 08:00:00,614,0,0
597,103704,2026-06-13 22:11:00,750,1,1
598,103710,2026-05-28 15:03:00,654,0,0
599,103712,2026-05-30 13:23:00,736,1,1
600,103717,2026-05-11 03:32:00,688,1,1
601,103722,2026-06-02 13:32:00,706,1,1
602,103724,2026-05-26 03:34:00,662,0,0
603,103727,2026-05-27 06:36:00,700,1,1
604,103733,2026-05-03 09:54:00,850,1,1
605,103735,2026-05-23 09:50:00,545,0,0
606,103736,2026-06-13 06:30:00,602,1,0
607,103746,2026-05-22 16:00:00,550,0,0
608,103748,2026-05-25 19:55:00,657,1,1
609,103753,2026-05-25 00:52:00,602,1,1
610,103757,2026-05-19 04:12:00,531,1,1
611,103763,2026-05-14 04:29:00,645,1,1
612,103771,2026-05-03 20:40:00,504,0,0
613,103781,2026-05-22 06:07:00,706,0,0
614,103784,2026-06-03 08:59:00,599,1,1
615,103787,2026-05-31 01:25:00,683,1,0
616,103790,2026-05-22 14:29:00,489,1,0
617,103793,2026-05-20 19:19:00,600,0,0
618,103797,2026-05-31 15:51:00,543,1,1
619,103800,2026-05-07 13:47:00,815,1,0
620,103812,2026-05-27 20:57:00,668,1,1
621,103814,2026-05-19 20:49:00,683,0,0
622,103834,2026-05-05 08:34:00,611,0,0
623,103839,2026-05-19 23:11:00,479,1,1
624,103841,2026-05-19 21:42:00,585,0,0
625,103848,2026-05-14 02:27:00,703,0,0
626,103849,2026-06-08 02:35:00,599,0,0
627,103854,2026-05-15 12:19:00,710,1,1
628,103864,2026-05-27 09:21:00,826,0,0
629,103866,2026-05-30 11:06:00,800,1,1
630,103874,2026-05-16 12:18:00,819,0,0
631,103875,2026-05-28 09:24:00,654,0,0
632,103877,2026-05-15 05:40:00,691,0,0
633,103881,2026-06-01 14:58:00,597,0,0
634,103890,2026-05-16 21:13:00,437,0,0
635,103898,2026-05-17 11:15:00,814,1,0
636,103899,2026-05-30 10:27:00,746,1,1
637,103902,2026-05-07 11:26:00,785,1,1
638,103904,2026-05-31 13:10:00,531,1,1
639,103912,2026-05-29 16:48:00,525,0,0
640,103921,2026-05-19 19:28:00,644,1,0
641,103923,2026-06-03 04:19:00,640,0,0
642,103927,2026-05-08 17:52:00,680,1,0
643,103930,2026-05-15 15:22:00,536,1,1
644,103931,2026-05-30 20:20:00,753,1,1
645,103936,2026-05-28 21:52:00,808,1,1
646,103937,2026-05-08 08:41:00,759,1,0
647,103939,2026-06-04 02:34:00,845,0,0
648,103945,2026-05-25 23:20:00,544,1,1
649,103951,2026-05-14 18:59:00,683,1,1
650,103954,2026-05-30 10:50:00,644,1,0
651,103963,2026-05-26 14:47:00,710,0,0
652,103970,2026-05-20 20:50:00,685,1,1
653,103971,2026-05-07 18:26:00,755,1,1
654,103976,2026-05-08 15:51:00,773,0,0
655,103977,2026-05-12 04:53:00,609,1,0
656,103983,2026-06-07 19:24:00,485,0,0
657,103984,2026-05-17 09:42:00,629,1,1
658,103989,2026-05-29 05:28:00,641,0,0
659,103991,2026-05-10 04:14:00,667,1,0
660,103996,2026-05-08 03:00:00,790,1,1
661,104009,2026-05-19 17:43:00,720,1,1
662,104015,2026-05-11 13:01:00,804,1,0
663,104018,2026-05-11 21:57:00,635,1,1
664,104020,2026-06-03 08:33:00,694,0,0
665,104027,2026-05-25 03:19:00,557,1,1
666,104033,2026-05-20 01:36:00,727,1,0
667,104040,2026-05-20 20:46:00,651,1,0
668,104047,2026-05-20 03:00:00,622,0,0
669,104061,2026-05-12 12:16:00,704,1,1
670,104062,2026-05-28 18:40:00,580,0,0
671,104063,2026-06-09 03:35:00,689,1,1
672,104064,2026-06-07 01:25:00,686,0,0
673,104071,2026-05-21 21:26:00,633,1,1
674,104090,2026-05-24 15:20:00,704,1,1
675,104098,2026-05-28 23:14:00,613,1,1
676,104099,2026-05-12 14:28:00,832,1,0
677,104100,2026-05-07 21:47:00,749,1,1
678,104102,2026-06-01 09:16:00,762,1,1
679,104105,2026-05-05 03:40:00,685,0,0
680,104109,2026-05-30 04:41:00,574,0,0
681,104132,2026-05-07 10:49:00,625,1,0
682,104137,2026-06-03 12:55:00,676,1,1
683,104139,2026-05-28 22:00:00,628,0,0
684,104148,2026-06-05 23:15:00,603,0,0
685,104149,2026-05-20 20:24:00,710,1,1
686,104150,2026-05-14 10:45:00,567,1,1
687,104162,2026-05-08 16:47:00,649,1,1
688,104188,2026-05-30 10:01:00,606,0,0
689,104191,2026-05-26 17:41:00,556,0,0
690,104192,2026-05-30 06:57:00,660,0,0
691,104210,2026-06-10 02:57:00,714,0,0
692,104211,2026-05-27 16:48:00,672,1,1
693,104226,2026-06-06 21:17:00,629,1,0
694,104232,2026-05-14 00:52:00,770,1,1
695,104235,2026-05-14 23:26:00,758,1,0
696,104237,2026-05-09 03:48:00,722,0,0
697,104241,2026-06-05 12:06:00,748,0,0
698,104256,2026-05-07 10:54:00,682,1,1
699,104264,2026-05-28 20:03:00,578,1,1
700,104272,2026-05-16 09:20:00,754,0,0
701,104277,2026-05-20 12:13:00,690,0,0
702,104279,2026-05-20 14:03:00,707,0,0
703,104283,2026-05-29 16:42:00,671,0,0
704,104293,2026-05-20 20:49:00,633,1,0
705,104301,2026-05-17 16:58:00,434,0,0
706,104303,2026-05-11 21:34:00,654,0,0
707,104304,2026-05-27 05:14:00,502,1,1
708,104317,2026-05-14 14:11:00,650,1,1
709,104322,2026-05-28 04:38:00,729,1,1
710,104328,2026-05-16 06:22:00,578,0,0
711,104330,2026-05-25 11:54:00,721,1,1
712,104333,2026-05-23 08:47:00,628,0,0
713,104338,2026-05-26 02:47:00,699,1,1
714,104340,2026-05-21 18:09:00,521,0,0
715,104341,2026-05-29 11:06:00,765,1,1
716,104354,2026-05-18 07:14:00,602,1,1
717,104357,2026-05-30 08:35:00,650,1,0
718,104365,2026-05-23 23:08:00,605,1,1
719,104367,2026-05-28 12:07:00,669,1,1
720,104369,2026-05-30 13:02:00,747,1,0
721,104372,2026-05-23 05:49:00,805,1,1
722,104374,2026-05-12 11:37:00,659,0,0
723,104376,2026-05-14 16:32:00,685,1,1
724,104385,2026-05-23 22:31:00,834,1,1
725,104386,2026-05-28 08:29:00,645,0,0
726,104387,2026-05-18 23:28:00,649,1,1
727,104388,2026-06-06 16:02:00,772,1,1
728,104390,2026-05-12 05:12:00,661,1,0
729,104400,2026-05-22 02:50:00,698,1,1
730,104402,2026-05-16 15:29:00,662,0,0
731,104403,2026-05-15 01:09:00,581,0,0
732,104405,2026-05-07 15:00:00,669,0,0
733,104411,2026-05-04 18:01:00,719,1,1
734,104419,2026-05-14 18:14:00,578,0,0
735,104425,2026-05-23 09:12:00,581,1,1
736,104431,2026-05-08 23:42:00,657,1,0
737,104432,2026-06-08 16:10:00,590,1,1
738,104442,2026-06-07 03:11:00,713,0,0
739,104449,2026-05-21 01:19:00,631,0,0
740,104460,2026-05-09 20:07:00,787,1,1
741,104466,2026-05-30 04:29:00,692,1,1
742,104467,2026-05-31 20:58:00,661,1,1
743,104468,2026-05-06 18:51:00,636,0,0
744,104472,2026-05-28 00:48:00,682,0,0
745,104488,2026-05-27 21:49:00,541,0,0
746,104490,2026-05-31 16:52:00,680,0,0
747,104495,2026-06-08 05:01:00,750,1,1
748,104501,2026-05-14 11:28:00,692,1,1
749,104527,2026-05-31 11:41:00,624,0,0
750,104533,2026-05-11 08:37:00,685,1,0
751,104544,2026-06-13 20:37:00,493,1,1
752,104548,2026-06-02 15:42:00,657,0,0
753,104574,2026-06-09 19:34:00,564,1,0
754,104586,2026-05-15 02:01:00,557,1,1
755,104588,2026-05-26 05:00:00,642,0,0
756,104592,2026-05-25 08:25:00,798,1,1
757,104593,2026-06-09 01:33:00,582,1,1
758,104599,2026-06-01 17:10:00,626,1,0
759,104602,2026-05-14 05:39:00,697,0,0
760,104607,2026-06-03 21:26:00,659,1,1
761,104612,2026-05-20 10:40:00,717,1,1
762,104614,2026-06-04 10:27:00,848,1,1
763,104623,2026-05-20 08:35:00,727,0,0
764,104625,2026-05-15 00:02:00,766,1,1
765,104665,2026-05-30 09:52:00,653,0,0
766,104666,2026-05-20 06:00:00,501,1,0
767,104668,2026-06-05 11:18:00,703,1,0
768,104681,2026-05-27 12:45:00,740,1,1
769,104687,2026-05-05 22:57:00,673,1,1
770,104690,2026-05-26 17:49:00,797,0,0
771,104692,2026-05-17 04:41:00,679,0,0
772,104694,2026-06-02 21:44:00,681,1,1
773,104695,2026-05-29 07:05:00,543,1,1
774,104709,2026-05-28 13:11:00,666,1,0
775,104710,2026-05-10 05:55:00,686,1,0
776,104711,2026-05-25 10:35:00,600,0,0
777,104722,2026-05-04 22:52:00,682,0,0
778,104723,2026-05-08 18:26:00,654,1,1
779,104747,2026-05-26 21:19:00,633,0,0
780,104751,2026-06-14 08:27:00,850,1,1
781,104755,2026-05-22 16:07:00,850,1,1
782,104761,2026-05-23 23:01:00,653,0,0
783,104764,2026-05-11 02:40:00,696,1,1
784,104765,2026-05-14 07:49:00,717,1,1
785,104767,2026-06-04 12:44:00,535,1,1
786,104768,2026-06-08 16:20:00,650,1,1
787,104769,2026-05-06 13:06:00,547,0,0
788,104780,2026-05-30 12:55:00,625,1,1
789,104786,2026-05-22 07:41:00,801,0,0
790,104803,2026-05-25 21:38:00,537,1,0
791,104810,2026-06-03 00:09:00,499,0,0
792,104813,2026-05-17 09:45:00,641,1,1
793,104838,2026-05-28 03:31:00,615,1,0
794,104842,2026-05-16 23:01:00,534,1,0
795,104843,2026-05-19 13:39:00,765,1,1
796,104851,2026-05-20 23:17:00,621,1,1
797,104854,2026-05-11 16:08:00,641,0,0
798,104856,2026-05-22 15:49:00,804,1,1
799,104862,2026-05-24 04:29:00,602,1,1
800,104873,2026-05-10 18:47:00,455,0,0
801,104878,2026-05-20 01:21:00,525,1,1
802,104880,2026-06-02 07:44:00,821,1,0
803,104882,2026-05-24 03:46:00,688,0,0
804,104887,2026-05-09 14:05:00,787,1,1
805,104888,2026-05-12 18:54:00,532,0,0
806,104891,2026-06-15 01:33:00,724,0,0
807,104898,2026-05-22 15:08:00,573,1,1
808,104899,2026-05-30 12:59:00,795,1,1
809,104900,2026-06-01 22:14:00,687,0,0
810,104902,2026-05-17 15:00:00,657,1,1
811,104906,2026-05-22 15:13:00,524,0,0
812,104913,2026-06-02 14:06:00,589,0,0
813,104915,2026-05-27 18:29:00,508,1,1
814,104918,2026-05-05 13:47:00,751,0,0
815,104922,2026-05-16 06:32:00,782,1,1
816,104927,2026-05-26 12:08:00,686,1,1
817,104941,2026-06-15 22:51:00,767,0,0
818,104946,2026-06-10 06:53:00,600,0,0
819,104954,2026-05-11 04:40:00,603,1,1
820,104960,2026-05-17 14:57:00,699,1,1
821,104963,2026-05-19 12:56:00,651,1,1
822,104966,2026-05-28 09:11:00,647,1,1
823,104969,2026-06-07 01:36:00,703,1,0
824,104977,2026-05-20 11:49:00,774,0,0
825,104985,2026-06-05 02:50:00,576,0,0
826,104987,2026-06-03 09:22:00,749,1,1
827,104996,2026-05-07 20:36:00,587,0,0
828,105008,2026-06-02 22:24:00,659,1,0
829,105014,2026-06-03 21:54:00,491,1,1
830,105016,2026-05-22 01:27:00,761,1,1
831,105017,2026-05-20 16:50:00,672,1,1
832,105036,2026-05-06 22:07:00,719,1,1
833,105042,2026-05-06 15:11:00,619,1,1
834,105048,2026-05-31 22:06:00,750,1,1
835,105055,2026-05-15 22:48:00,633,0,0
836,105057,2026-06-10 11:41:00,640,1,1
837,105067,2026-05-24 03:35:00,618,1,0
838,105070,2026-05-12 20:13:00,703,1,0
839,105075,2026-05-26 17:54:00,639,1,1
840,105086,2026-05-24 14:55:00,697,1,1
841,105090,2026-05-20 02:40:00,675,0,0
842,105092,2026-05-04 22:22:00,807,1,1
843,105106,2026-05-18 14:09:00,670,1,1
844,105109,2026-05-21 20:25:00,566,1,1
845,105119,2026-05-19 16:35:00,769,1,1
846,105123,2026-05-23 04:18:00,729,1,1
847,105126,2026-06-05 19:28:00,688,1,1
848,105132,2026-05-06 05:00:00,629,0,0
849,105148,2026-05-20 11:20:00,607,1,1
850,105152,2026-05-19 21:04:00,714,1,1
851,105158,2026-05-09 18:02:00,706,1,1
852,105163,2026-05-10 17:22:00,667,1,1
853,105166,2026-05-27 18:07:00,694,0,0
854,105169,2026-05-28 17:33:00,634,0,0
855,105170,2026-06-05 20:43:00,498,0,0
856,105173,2026-05-23 17:13:00,493,0,0
857,105176,2026-05-15 09:22:00,611,1,1
858,105192,2026-05-22 15:22:00,720,0,0
859,105193,2026-06-02 03:38:00,707,1,1
860,105194,2026-05-26 02:17:00,649,1,0
861,105198,2026-05-08 17:51:00,609,1,0
862,105200,2026-05-20 19:57:00,687,1,0
863,105207,2026-06-06 01:19:00,583,1,1
864,105212,2026-05-22 02:24:00,645,1,1
865,105220,2026-05-22 10:07:00,702,1,0
866,105221,2026-05-19 06:05:00,543,1,0
867,105227,2026-05-14 18:16:00,622,1,1
868,105232,2026-06-03 23:08:00,469,1,1
869,105238,2026-06-09 14:27:00,768,0,0
870,105239,2026-05-30 04:30:00,621,1,1
871,105249,2026-05-25 05:24:00,593,1,1
872,105250,2026-05-26 10:38:00,624,0,0
873,105251,2026-05-22 03:36:00,760,1,1
874,105252,2026-05-24 21:31:00,662,1,1
875,105253,2026-06-09 19:45:00,650,0,0
876,105257,2026-05-31 06:21:00,726,0,0
877,105268,2026-05-25 14:55:00,468,0,0
878,105272,2026-05-22 16:47:00,557,1,1
879,105275,2026-05-25 16:25:00,627,1,1
880,105281,2026-05-04 13:53:00,687,1,0
881,105286,2026-05-23 22:29:00,748,1,1
882,105303,2026-05-29 01:29:00,720,1,1
883,105313,2026-05-21 12:01:00,653,1,0
884,105327,2026-05-14 03:52:00,530,1,0
885,105330,2026-06-02 02:17:00,592,1,1
886,105345,2026-05-10 08:13:00,751,1,1
887,105346,2026-05-18 21:08:00,643,1,1
888,105352,2026-05-12 22:01:00,743,1,0
889,105354,2026-05-15 05:21:00,659,1,0
890,105359,2026-05-21 16:09:00,724,0,0
891,105365,2026-05-20 23:37:00,767,1,1
892,105368,2026-05-07 09:29:00,617,0,0
893,105369,2026-05-22 21:44:00,692,1,1
894,105372,2026-05-18 13:06:00,638,1,0
895,105374,2026-05-18 21:13:00,704,0,0
896,105377,2026-05-26 13:59:00,659,0,0
897,105379,2026-05-20 12:45:00,672,0,0
898,105381,2026-05-09 12:52:00,698,1,0
899,105386,2026-05-17 09:12:00,670,1,1
900,105396,2026-05-24 20:51:00,599,0,0
901,105400,2026-05-30 04:15:00,790,1,1
902,105405,2026-05-08 14:55:00,719,1,1
903,105425,2026-06-03 15:13:00,580,0,0
904,105441,2026-05-16 00:59:00,584,0,0
905,105444,2026-05-26 15:18:00,717,1,0
906,105445,2026-06-03 23:11:00,688,0,0
907,105446,2026-05-20 13:29:00,587,0,0
908,105453,2026-05-30 02:03:00,737,0,0
909,105457,2026-05-25 03:06:00,723,0,0
910,105472,2026-05-14 07:50:00,644,0,0
911,105475,2026-05-24 07:28:00,745,0,0
912,105484,2026-06-06 06:51:00,622,0,0
913,105495,2026-05-11 14:41:00,698,0,0
914,105514,2026-06-05 09:54:00,661,1,1
915,105517,2026-05-27 18:14:00,471,1,0
916,105526,2026-06-06 17:14:00,670,1,1
917,105527,2026-05-26 05:24:00,649,0,0
918,105536,2026-06-04 12:14:00,521,1,1
919,105547,2026-05-23 07:09:00,618,0,0
920,105553,2026-05-22 14:26:00,667,1,1
921,105568,2026-05-24 23:49:00,612,0,0
922,105569,2026-05-30 00:10:00,723,1,1
923,105576,2026-05-24 23:37:00,792,0,0
924,105579,2026-05-16 06:21:00,723,1,1
925,105588,2026-05-12 23:05:00,732,0,0
926,105592,2026-06-05 00:42:00,591,1,1
927,105601,2026-05-15 00:18:00,645,1,1
928,105627,2026-05-13 05:23:00,685,1,0
929,105628,2026-06-06 09:44:00,776,1,0
930,105633,2026-05-16 20:33:00,758,1,1
931,105635,2026-06-06 11:11:00,737,0,0
932,105639,2026-05-27 14:29:00,658,1,1
933,105640,2026-05-11 23:39:00,518,1,1
934,105641,2026-05-19 02:36:00,598,1,1
935,105665,2026-05-21 09:49:00,686,0,0
936,105670,2026-05-15 06:11:00,410,0,0
937,105679,2026-05-14 13:13:00,612,1,1
938,105682,2026-06-04 04:24:00,612,0,0
939,105685,2026-06-01 08:12:00,837,1,0
940,105694,2026-06-08 19:33:00,662,1,1
941,105695,2026-06-08 12:16:00,673,1,1
942,105698,2026-05-11 05:58:00,511,1,1
943,105710,2026-05-18 01:45:00,651,0,0
944,105716,2026-05-30 01:14:00,587,0,0
945,105722,2026-06-06 12:10:00,647,1,1
946,105727,2026-05-28 08:20:00,713,1,1
947,105729,2026-05-10 02:48:00,617,1,1
948,105731,2026-05-22 07:22:00,603,0,0
949,105732,2026-05-18 07:43:00,661,0,0
950,105733,2026-05-19 04:48:00,694,1,1
951,105734,2026-05-29 17:34:00,600,0,0
952,105742,2026-05-27 02:27:00,721,1,1
953,105748,2026-05-19 21:14:00,638,0,0
954,105763,2026-06-03 20:02:00,619,0,0
955,105770,2026-06-09 06:35:00,683,0,0
956,105771,2026-06-02 10:07:00,756,1,1
957,105774,2026-05-24 14:50:00,700,1,1
958,105791,2026-05-22 19:40:00,584,1,0
959,105797,2026-05-30 20:45:00,676,0,0
960,105799,2026-06-17 08:24:00,645,0,0
961,105803,2026-05-08 01:05:00,634,0,0
962,105809,2026-05-21 10:49:00,573,0,0
963,105819,2026-05-25 02:48:00,639,1,1
964,105823,2026-06-05 20:17:00,613,0,0
965,105830,2026-05-08 09:14:00,644,1,1
966,105834,2026-06-03 21:20:00,713,1,1
967,105839,2026-05-15 16:28:00,576,1,1
968,105854,2026-05-30 07:09:00,566,0,0
969,105857,2026-05-20 06:56:00,741,1,1
970,105865,2026-05-30 14:55:00,555,1,1
971,105871,2026-05-22 13:44:00,712,1,1
972,105873,2026-05-14 02:21:00,734,1,0
973,105875,2026-05-23 20:56:00,523,0,0
974,105877,2026-06-14 04:49:00,496,1,1
975,105881,2026-06-03 10:42:00,673,1,0
976,105882,2026-06-04 06:07:00,685,0,0
977,105883,2026-06-13 10:20:00,510,0,0
978,105891,2026-05-13 18:20:00,695,0,0
979,105894,2026-05-06 12:33:00,567,0,0
980,105909,2026-05-28 11:50:00,690,1,1
981,105917,2026-05-15 05:24:00,572,1,1
982,105932,2026-06-04 11:52:00,632,0,0
983,105938,2026-06-02 07:12:00,820,1,1
984,105943,2026-05-18 13:59:00,647,1,1
985,105946,2026-06-12 05:53:00,535,0,0
986,105949,2026-05-04 14:58:00,752,0,0
987,105951,2026-05-16 20:43:00,774,1,1
988,105956,2026-06-09 17:34:00,713,0,0
989,105958,2026-05-29 15:32:00,712,1,0
990,105973,2026-05-20 20:35:00,647,0,0
991,105978,2026-05-14 07:07:00,730,1,0
992,105982,2026-06-02 15:46:00,682,0,0
993,105984,2026-05-22 22:48:00,531,0,0
994,105986,2026-06-03 01:56:00,578,0,0
995,105993,2026-05-13 13:37:00,584,0,0
996,105994,2026-06-14 06:50:00,677,1,1
997,106002,2026-05-20 11:27:00,572,1,1
998,106004,2026-05-25 06:56:00,562,0,0
999,106007,2026-05-29 02:29:00,532,0,0
1000,106010,2026-05-06 01:42:00,709,1,1
1001,106026,2026-05-10 04:20:00,633,0,0
1002,106032,2026-06-05 16:21:00,654,1,1
1003,106035,2026-05-19 07:45:00,710,1,0
1004,106037,2026-06-07 15:48:00,694,1,0
1005,106056,2026-05-23 12:27:00,627,1,1
1006,106058,2026-05-09 10:38:00,577,1,0
1007,106065,2026-05-26 08:39:00,595,0,0
1008,106066,2026-05-09 03:12:00,633,1,1
1009,106070,2026-05-21 17:17:00,744,1,1
1010,106072,2026-05-22 00:51:00,617,1,1
1011,106085,2026-05-13 21:13:00,676,0,0
1012,106089,2026-05-25 18:49:00,586,0,0
1013,106094,2026-05-11 07:51:00,585,0,0
1014,106095,2026-05-22 06:21:00,560,1,1
1015,106111,2026-05-22 00:57:00,720,1,0
1016,106122,2026-05-10 15:42:00,679,0,0
1017,106123,2026-05-22 09:54:00,691,0,0
1018,106127,2026-05-15 01:12:00,593,1,0
1019,106129,2026-05-16 15:34:00,707,1,0
1020,106133,2026-05-07 23:36:00,726,1,1
1021,106144,2026-05-19 02:37:00,567,1,0
1022,106148,2026-05-18 15:37:00,590,1,0
1023,106153,2026-05-16 14:41:00,606,1,1
1024,106159,2026-06-02 07:24:00,550,1,1
1025,106162,2026-05-09 12:09:00,503,1,1
1026,106166,2026-05-08 15:20:00,479,0,0
1027,106169,2026-05-05 01:20:00,702,0,0
1028,106176,2026-05-16 15:08:00,730,1,1
1029,106177,2026-06-01 20:34:00,723,0,0
1030,106180,2026-05-29 14:03:00,552,0,0
1031,106183,2026-05-26 03:45:00,728,1,0
1032,106185,2026-05-31 09:51:00,563,1,0
1033,106192,2026-05-12 10:35:00,577,1,0
1034,106199,2026-05-28 19:16:00,643,1,1
1035,106200,2026-05-30 18:52:00,641,0,0
1036,106213,2026-05-16 07:26:00,679,1,0
1037,106216,2026-05-25 15:00:00,643,1,1
1038,106223,2026-06-10 06:49:00,776,1,1
1039,106225,2026-05-28 12:34:00,682,1,1
1040,106226,2026-05-16 18:12:00,640,0,0
1041,106227,2026-06-09 11:49:00,654,0,0
1042,106229,2026-05-22 01:44:00,610,0,0
1043,106239,2026-06-07 21:35:00,579,0,0
1044,106242,2026-05-25 09:22:00,801,1,1
1045,106243,2026-05-15 03:08:00,446,0,0
1046,106245,2026-05-29 19:34:00,618,0,0
1047,106248,2026-06-03 04:32:00,608,1,1
1048,106252,2026-05-31 07:05:00,609,0,0
1049,106253,2026-05-18 20:51:00,690,1,1
1050,106269,2026-05-21 14:21:00,645,1,0
1051,106279,2026-05-10 21:31:00,532,1,0
1052,106292,2026-05-15 23:51:00,546,1,1
1053,106295,2026-05-18 19:48:00,565,1,1
1054,106300,2026-06-02 02:47:00,645,1,1
1055,106305,2026-05-22 06:45:00,644,1,0
1056,106314,2026-06-04 18:12:00,692,1,1
1057,106321,2026-05-31 08:53:00,828,0,0
1058,106335,2026-05-30 16:15:00,696,0,0
1059,106339,2026-06-07 20:19:00,641,1,1
1060,106343,2026-06-11 14:59:00,802,1,1
1061,106344,2026-05-03 16:44:00,615,1,1
1062,106350,2026-05-23 01:42:00,676,0,0
1063,106363,2026-05-29 19:16:00,650,0,0
1064,106368,2026-05-11 02:44:00,589,0,0
1065,106378,2026-06-03 18:43:00,769,0,0
1066,106384,2026-05-22 00:56:00,741,1,1
1067,106386,2026-05-27 08:01:00,659,0,0
1068,106388,2026-06-01 08:01:00,697,1,1
1069,106391,2026-06-02 03:14:00,617,1,0
1070,106408,2026-05-10 00:19:00,729,1,1
1071,106426,2026-05-19 13:58:00,716,1,1
1072,106429,2026-05-25 14:45:00,587,0,0
1073,106430,2026-05-21 22:17:00,645,1,1
1074,106440,2026-05-31 21:13:00,705,1,1
1075,106446,2026-05-16 22:22:00,686,0,0
1076,106448,2026-05-27 17:27:00,581,0,0
1077,106459,2026-05-21 10:17:00,618,1,1
1078,106477,2026-06-04 06:19:00,666,0,0
1079,106478,2026-05-21 18:47:00,829,1,0
1080,106479,2026-05-19 03:01:00,605,1,1
1081,106487,2026-05-30 18:32:00,563,0,0
1082,106492,2026-06-04 17:20:00,579,1,0
1083,106500,2026-05-12 03:07:00,703,0,0
1084,106515,2026-05-28 14:35:00,570,0,0
1085,106517,2026-05-08 08:42:00,646,1,1
1086,106523,2026-05-22 21:23:00,799,0,0
1087,106526,2026-05-10 23:52:00,645,0,0
1088,106531,2026-05-10 01:26:00,614,0,0
1089,106535,2026-06-06 19:25:00,583,1,1
1090,106543,2026-05-27 16:24:00,654,1,1
1091,106547,2026-05-18 11:00:00,584,0,0
1092,106550,2026-05-04 04:36:00,552,1,1
1093,106552,2026-05-25 00:23:00,655,1,1
1094,106556,2026-06-07 01:59:00,767,1,1
1095,106570,2026-05-29 12:19:00,564,0,0
1096,106576,2026-05-19 21:39:00,629,0,0
1097,106585,2026-06-04 06:36:00,720,1,1
1098,106586,2026-05-14 08:37:00,600,1,1
1099,106590,2026-05-16 04:45:00,559,0,0
1100,106597,2026-05-28 13:41:00,634,1,1
1101,106603,2026-05-29 10:49:00,642,0,0
1102,106607,2026-05-12 04:28:00,626,1,0
1103,106610,2026-05-10 12:57:00,685,1,0
1104,106611,2026-06-04 21:57:00,630,0,0
1105,106641,2026-06-06 04:16:00,713,1,1
1106,106649,2026-05-29 03:47:00,649,1,0
1107,106654,2026-06-03 06:34:00,734,1,0
1108,106663,2026-05-05 08:15:00,592,0,0
1109,106681,2026-05-10 12:18:00,693,1,1
1110,106683,2026-05-23 14:04:00,760,1,1
1111,106687,2026-05-16 11:22:00,625,1,1
1112,106693,2026-05-15 23:27:00,767,1,1
1113,106694,2026-05-27 10:59:00,587,1,0
1114,106695,2026-06-03 19:32:00,751,0,0
1115,106701,2026-05-07 09:44:00,695,1,1
1116,106713,2026-05-22 19:11:00,686,1,1
1117,106722,2026-05-26 00:43:00,460,0,0
1118,106726,2026-05-25 09:54:00,646,1,1
1119,106729,2026-05-12 11:44:00,662,1,1
1120,106742,2026-06-07 07:27:00,563,1,1
1121,106743,2026-05-27 11:46:00,675,1,1
1122,106751,2026-05-23 22:15:00,645,1,1
1123,106753,2026-05-28 07:45:00,695,1,1
1124,106756,2026-05-16 22:41:00,598,1,0
1125,106761,2026-05-13 09:22:00,850,1,1
1126,106762,2026-05-21 11:28:00,590,1,1
1127,106764,2026-05-11 16:15:00,788,1,1
1128,106765,2026-05-15 08:25:00,642,0,0
1129,106781,2026-05-27 06:51:00,638,0,0
1130,106796,2026-05-09 10:42:00,555,0,0
1131,106798,2026-05-17 09:30:00,698,0,0
1132,106801,2026-05-21 08:26:00,701,1,1
1133,106808,2026-05-21 23:05:00,695,1,1
1134,106812,2026-05-19 21:32:00,731,1,1
1135,106814,2026-06-02 08:36:00,718,1,0
1136,106818,2026-05-12 16:42:00,623,1,0
1137,106819,2026-05-15 12:01:00,663,1,0
1138,106838,2026-05-23 11:52:00,686,0,0
1139,106845,2026-05-10 11:08:00,554,0,0
1140,106848,2026-06-02 16:18:00,549,0,0
1141,106851,2026-05-31 21:04:00,745,1,1
1142,106873,2026-05-18 16:49:00,559,1,0
1143,106875,2026-05-05 15:24:00,559,0,0
1144,106876,2026-05-22 22:50:00,690,1,0
1145,106880,2026-06-10 22:16:00,623,0,0
1146,106884,2026-05-30 09:36:00,709,1,0
1147,106885,2026-06-06 04:10:00,649,0,0
1148,106886,2026-05-11 16:04:00,758,1,1
1149,106889,2026-05-30 06:45:00,602,0,0
1150,106890,2026-05-28 22:21:00,586,0,0
1151,106892,2026-06-02 13:24:00,604,0,0
1152,106893,2026-05-15 23:47:00,708,1,1
1153,106901,2026-05-30 09:43:00,739,0,0
1154,106906,2026-05-21 17:33:00,498,1,1
1155,106910,2026-05-24 13:54:00,540,0,0
1156,106923,2026-05-06 19:37:00,666,1,1
