user_id,experiment_group,assigned_at
101928,B,2026-05-27 14:00:00
101929,A,2026-05-07 21:00:00
101930,A,2026-05-11 16:00:00
101931,A,2026-05-14 04:00:00
101932,B,2026-05-26 01:00:00
101933,B,2026-05-23 07:00:00
101934,B,2026-05-25 20:00:00
101935,B,2026-05-04 08:00:00
101936,A,2026-05-04 11:00:00
101937,B,2026-05-10 06:00:00
101938,A,2026-05-28 22:00:00
101939,A,2026-05-11 21:00:00
101940,B,2026-05-12 14:00:00
101941,A,2026-05-11 08:00:00
101942,B,2026-05-04 00:00:00
101943,A,2026-05-01 02:00:00
101944,A,2026-05-10 23:00:00
101945,B,2026-05-23 12:00:00
101946,B,2026-05-17 19:00:00
101947,A,2026-05-06 01:00:00
101948,B,2026-05-23 03:00:00
101949,A,2026-05-18 21:00:00
101950,B,2026-05-04 09:00:00
101951,B,2026-05-22 21:00:00
101952,B,2026-05-27 01:00:00
101953,A,2026-05-02 07:00:00
101954,A,2026-05-26 03:00:00
101955,A,2026-05-27 03:00:00
101956,A,2026-05-18 03:00:00
101957,B,2026-05-08 00:00:00
101958,A,2026-05-17 03:00:00
101959,B,2026-05-05 00:00:00
101960,A,2026-05-27 14:00:00
101961,B,2026-05-02 11:00:00
101962,B,2026-05-21 16:00:00
101963,A,2026-05-25 00:00:00
101964,B,2026-05-18 15:00:00
101965,A,2026-05-17 06:00:00
101966,B,2026-05-18 17:00:00
101967,A,2026-05-19 06:00:00
101968,B,2026-05-01 09:00:00
101969,B,2026-05-13 20:00:00
101970,A,2026-05-19 19:00:00
101971,B,2026-05-15 13:00:00
101972,B,2026-05-16 22:00:00
101973,A,2026-05-12 13:00:00
101974,A,2026-05-24 08:00:00
101975,A,2026-05-25 09:00:00
101976,B,2026-05-03 22:00:00
101977,B,2026-05-18 15:00:00
101978,B,2026-05-22 22:00:00
101979,B,2026-05-22 16:00:00
101980,B,2026-05-12 22:00:00
101981,B,2026-05-27 10:00:00
101982,A,2026-05-17 08:00:00
101983,A,2026-05-09 09:00:00
101984,B,2026-05-13 23:00:00
101985,B,2026-05-18 04:00:00
101986,A,2026-05-24 19:00:00
101987,B,2026-05-16 19:00:00
101988,B,2026-05-26 09:00:00
101989,A,2026-05-07 11:00:00
101990,A,2026-05-04 23:00:00
101991,B,2026-05-02 12:00:00
101992,A,2026-05-02 17:00:00
101993,B,2026-05-14 10:00:00
101994,A,2026-05-08 11:00:00
101995,A,2026-05-28 08:00:00
101996,A,2026-05-09 10:00:00
101997,A,2026-05-02 22:00:00
101998,A,2026-05-03 10:00:00
101999,A,2026-05-06 15:00:00
102000,A,2026-05-03 23:00:00
102001,A,2026-05-01 13:00:00
102002,B,2026-05-24 05:00:00
102003,A,2026-05-12 21:00:00
102004,B,2026-05-10 15:00:00
102005,B,2026-05-27 19:00:00
102006,B,2026-05-08 07:00:00
102007,B,2026-05-11 15:00:00
102008,A,2026-05-25 09:00:00
102009,B,2026-05-04 03:00:00
102010,A,2026-05-28 03:00:00
102011,A,2026-05-05 05:00:00
102012,A,2026-05-10 02:00:00
102013,B,2026-05-20 13:00:00
102014,A,2026-05-20 22:00:00
102015,B,2026-05-25 15:00:00
102016,B,2026-05-19 23:00:00
102017,B,2026-05-12 03:00:00
102018,B,2026-05-07 02:00:00
102019,A,2026-05-10 10:00:00
102020,B,2026-05-06 16:00:00
102021,B,2026-05-03 00:00:00
102022,B,2026-05-26 19:00:00
102023,A,2026-05-12 02:00:00
102024,A,2026-05-05 10:00:00
102025,B,2026-05-03 18:00:00
102026,A,2026-05-12 06:00:00
102027,B,2026-05-11 17:00:00
102028,B,2026-05-20 17:00:00
102029,B,2026-05-10 00:00:00
102030,B,2026-05-23 17:00:00
102031,B,2026-05-19 07:00:00
102032,A,2026-05-06 01:00:00
102033,B,2026-05-11 16:00:00
102034,A,2026-05-23 18:00:00
102035,B,2026-05-14 05:00:00
102036,B,2026-05-11 16:00:00
102037,A,2026-05-22 17:00:00
102038,A,2026-05-02 08:00:00
102039,A,2026-05-13 12:00:00
102040,A,2026-05-28 02:00:00
102041,B,2026-05-04 23:00:00
102042,B,2026-05-28 19:00:00
102043,A,2026-05-27 19:00:00
102044,A,2026-05-06 09:00:00
102045,B,2026-05-26 12:00:00
102046,B,2026-05-11 21:00:00
102047,A,2026-05-18 05:00:00
102048,B,2026-05-17 11:00:00
102049,A,2026-05-07 23:00:00
102050,A,2026-05-27 19:00:00
102051,A,2026-05-15 07:00:00
102052,A,2026-05-22 14:00:00
102053,A,2026-05-19 22:00:00
102054,A,2026-05-23 17:00:00
102055,B,2026-05-16 07:00:00
102056,A,2026-05-12 10:00:00
102057,B,2026-05-01 11:00:00
102058,B,2026-05-24 17:00:00
102059,B,2026-05-21 01:00:00
102060,A,2026-05-11 22:00:00
102061,A,2026-05-10 02:00:00
102062,A,2026-05-07 16:00:00
102063,B,2026-05-02 18:00:00
102064,B,2026-05-09 05:00:00
102065,A,2026-05-17 13:00:00
102066,A,2026-05-18 04:00:00
102067,B,2026-05-14 10:00:00
102068,B,2026-05-09 04:00:00
102069,A,2026-05-22 05:00:00
102070,B,2026-05-03 01:00:00
102071,A,2026-05-16 00:00:00
102072,B,2026-05-16 11:00:00
102073,B,2026-05-11 20:00:00
102074,B,2026-05-23 09:00:00
102075,A,2026-05-02 07:00:00
102076,B,2026-05-23 11:00:00
102077,A,2026-05-21 01:00:00
102078,B,2026-05-16 01:00:00
102079,B,2026-05-11 14:00:00
102080,A,2026-05-05 05:00:00
102081,B,2026-05-05 14:00:00
102082,A,2026-05-14 22:00:00
102083,A,2026-05-18 02:00:00
102084,B,2026-05-07 15:00:00
102085,B,2026-05-25 09:00:00
102086,B,2026-05-19 00:00:00
102087,A,2026-05-26 17:00:00
102088,B,2026-05-08 05:00:00
102089,B,2026-05-17 06:00:00
102090,A,2026-05-20 04:00:00
102091,A,2026-05-12 12:00:00
102092,A,2026-05-05 10:00:00
102093,B,2026-05-11 20:00:00
102094,B,2026-05-22 15:00:00
102095,B,2026-05-07 14:00:00
102096,A,2026-05-18 07:00:00
102097,A,2026-05-25 08:00:00
102098,A,2026-05-14 22:00:00
102099,B,2026-05-21 14:00:00
102100,A,2026-05-21 02:00:00
102101,A,2026-05-24 00:00:00
102102,A,2026-05-17 00:00:00
102103,A,2026-05-18 07:00:00
102104,A,2026-05-08 03:00:00
102105,A,2026-05-12 11:00:00
102106,A,2026-05-28 09:00:00
102107,B,2026-05-25 16:00:00
102108,B,2026-05-12 00:00:00
102109,A,2026-05-14 12:00:00
102110,B,2026-05-06 23:00:00
102111,B,2026-05-23 06:00:00
102112,B,2026-05-11 17:00:00
102113,B,2026-05-22 21:00:00
102114,A,2026-05-18 16:00:00
102115,B,2026-05-17 06:00:00
102116,B,2026-05-03 18:00:00
102117,A,2026-05-21 20:00:00
102118,A,2026-05-19 17:00:00
102119,A,2026-05-09 03:00:00
102120,B,2026-05-04 20:00:00
102121,B,2026-05-25 17:00:00
102122,A,2026-05-24 00:00:00
102123,B,2026-05-01 05:00:00
102124,B,2026-05-14 18:00:00
102125,A,2026-05-27 07:00:00
102126,B,2026-05-14 12:00:00
102127,B,2026-05-01 11:00:00
102128,A,2026-05-07 16:00:00
102129,A,2026-05-05 22:00:00
102130,B,2026-05-15 22:00:00
102131,B,2026-05-22 02:00:00
102132,A,2026-05-28 03:00:00
102133,A,2026-05-13 07:00:00
102134,B,2026-05-27 21:00:00
102135,B,2026-05-20 21:00:00
102136,A,2026-05-12 19:00:00
102137,B,2026-05-24 01:00:00
102138,B,2026-05-25 10:00:00
102139,B,2026-05-24 16:00:00
102140,A,2026-05-23 04:00:00
102141,B,2026-05-07 22:00:00
102142,B,2026-05-21 17:00:00
102143,B,2026-05-23 23:00:00
102144,A,2026-05-03 07:00:00
102145,A,2026-05-20 09:00:00
102146,B,2026-05-17 07:00:00
102147,A,2026-05-10 20:00:00
102148,B,2026-05-20 21:00:00
102149,B,2026-05-05 23:00:00
102150,A,2026-05-10 19:00:00
102151,A,2026-05-11 00:00:00
102152,B,2026-05-08 10:00:00
102153,A,2026-05-20 04:00:00
102154,B,2026-05-24 11:00:00
102155,B,2026-05-03 06:00:00
102156,A,2026-05-04 11:00:00
102157,A,2026-05-05 10:00:00
102158,A,2026-05-08 11:00:00
102159,A,2026-05-20 21:00:00
102160,A,2026-05-20 00:00:00
102161,B,2026-05-12 11:00:00
102162,A,2026-05-02 06:00:00
102163,A,2026-05-27 04:00:00
102164,A,2026-05-06 10:00:00
102165,B,2026-05-22 03:00:00
102166,B,2026-05-23 10:00:00
102167,B,2026-05-28 02:00:00
102168,B,2026-05-17 15:00:00
102169,B,2026-05-26 00:00:00
102170,B,2026-05-28 13:00:00
102171,A,2026-05-16 15:00:00
102172,A,2026-05-25 18:00:00
102173,B,2026-05-25 08:00:00
102174,B,2026-05-26 04:00:00
102175,A,2026-05-06 00:00:00
102176,A,2026-05-20 09:00:00
102177,B,2026-05-02 19:00:00
102178,B,2026-05-23 17:00:00
102179,B,2026-05-21 09:00:00
102180,B,2026-05-18 12:00:00
102181,B,2026-05-08 04:00:00
102182,A,2026-05-08 10:00:00
102183,B,2026-05-07 22:00:00
102184,A,2026-05-20 14:00:00
102185,A,2026-05-17 01:00:00
102186,B,2026-05-25 08:00:00
102187,A,2026-05-12 07:00:00
102188,A,2026-05-10 02:00:00
102189,A,2026-05-01 15:00:00
102190,A,2026-05-23 09:00:00
102191,B,2026-05-07 12:00:00
102192,B,2026-05-15 11:00:00
102193,B,2026-05-27 01:00:00
102194,B,2026-05-23 07:00:00
102195,B,2026-05-13 00:00:00
102196,A,2026-05-21 16:00:00
102197,A,2026-05-01 23:00:00
102198,B,2026-05-10 15:00:00
102199,A,2026-05-28 17:00:00
102200,B,2026-05-23 17:00:00
102201,B,2026-05-27 06:00:00
102202,B,2026-05-13 19:00:00
102203,B,2026-05-17 13:00:00
102204,A,2026-05-09 10:00:00
102205,A,2026-05-27 17:00:00
102206,A,2026-05-10 20:00:00
102207,B,2026-05-22 01:00:00
102208,B,2026-05-10 17:00:00
102209,A,2026-05-26 17:00:00
102210,A,2026-05-18 02:00:00
102211,B,2026-05-12 07:00:00
102212,A,2026-05-03 15:00:00
102213,B,2026-05-20 13:00:00
102214,B,2026-05-21 22:00:00
102215,B,2026-05-10 20:00:00
102216,B,2026-05-28 05:00:00
102217,A,2026-05-26 15:00:00
102218,B,2026-05-26 13:00:00
102219,B,2026-05-01 23:00:00
102220,A,2026-05-08 05:00:00
102221,B,2026-05-24 00:00:00
102222,B,2026-05-19 20:00:00
102223,A,2026-05-12 10:00:00
102224,B,2026-05-28 06:00:00
102225,B,2026-05-16 00:00:00
102226,A,2026-05-23 13:00:00
102227,A,2026-05-22 02:00:00
102228,A,2026-05-24 18:00:00
102229,B,2026-05-05 11:00:00
102230,B,2026-05-21 20:00:00
102231,A,2026-05-09 08:00:00
102232,B,2026-05-09 17:00:00
102233,A,2026-05-27 10:00:00
102234,B,2026-05-18 07:00:00
102235,B,2026-05-14 18:00:00
102236,B,2026-05-21 08:00:00
102237,B,2026-05-19 07:00:00
102238,B,2026-05-05 14:00:00
102239,A,2026-05-04 20:00:00
102240,B,2026-05-24 01:00:00
102241,B,2026-05-24 02:00:00
102242,A,2026-05-06 05:00:00
102243,B,2026-05-22 12:00:00
102244,B,2026-05-02 20:00:00
102245,B,2026-05-12 23:00:00
102246,A,2026-05-20 15:00:00
102247,B,2026-05-04 09:00:00
102248,B,2026-05-14 00:00:00
102249,A,2026-05-03 22:00:00
102250,A,2026-05-01 03:00:00
102251,B,2026-05-15 23:00:00
102252,B,2026-05-17 18:00:00
102253,B,2026-05-08 17:00:00
102254,B,2026-05-19 06:00:00
102255,A,2026-05-28 13:00:00
102256,B,2026-05-08 15:00:00
102257,B,2026-05-02 11:00:00
102258,B,2026-05-06 18:00:00
102259,A,2026-05-04 00:00:00
102260,A,2026-05-20 13:00:00
102261,A,2026-05-26 07:00:00
102262,A,2026-05-18 15:00:00
102263,A,2026-05-23 13:00:00
102264,B,2026-05-06 11:00:00
102265,B,2026-05-28 02:00:00
102266,A,2026-05-01 16:00:00
102267,B,2026-05-09 16:00:00
102268,A,2026-05-01 00:00:00
102269,B,2026-05-01 18:00:00
102270,A,2026-05-09 09:00:00
102271,B,2026-05-16 01:00:00
102272,A,2026-05-20 22:00:00
102273,A,2026-05-28 20:00:00
102274,B,2026-05-14 15:00:00
102275,A,2026-05-07 17:00:00
102276,B,2026-05-01 01:00:00
102277,A,2026-05-02 06:00:00
102278,B,2026-05-06 03:00:00
102279,A,2026-05-19 08:00:00
102280,B,2026-05-23 19:00:00
102281,B,2026-05-16 01:00:00
102282,A,2026-05-01 14:00:00
102283,A,2026-05-16 20:00:00
102284,A,2026-05-09 11:00:00
102285,A,2026-05-15 12:00:00
102286,A,2026-05-03 12:00:00
102287,B,2026-05-28 16:00:00
102288,A,2026-05-01 06:00:00
102289,A,2026-05-15 20:00:00
102290,A,2026-05-24 08:00:00
102291,A,2026-05-26 00:00:00
102292,B,2026-05-10 13:00:00
102293,A,2026-05-07 05:00:00
102294,A,2026-05-04 09:00:00
102295,B,2026-05-14 11:00:00
102296,A,2026-05-22 06:00:00
102297,A,2026-05-04 09:00:00
102298,A,2026-05-11 07:00:00
102299,A,2026-05-07 21:00:00
102300,A,2026-05-15 21:00:00
102301,B,2026-05-01 03:00:00
102302,A,2026-05-10 01:00:00
102303,A,2026-05-09 23:00:00
102304,A,2026-05-22 19:00:00
102305,B,2026-05-14 22:00:00
102306,B,2026-05-11 09:00:00
102307,A,2026-05-04 17:00:00
102308,B,2026-05-17 17:00:00
102309,B,2026-05-04 05:00:00
102310,A,2026-05-26 15:00:00
102311,A,2026-05-08 11:00:00
102312,A,2026-05-08 11:00:00
102313,A,2026-05-11 09:00:00
102314,B,2026-05-27 15:00:00
102315,B,2026-05-27 03:00:00
102316,B,2026-05-03 00:00:00
102317,B,2026-05-04 03:00:00
102318,A,2026-05-02 03:00:00
102319,B,2026-05-11 01:00:00
102320,B,2026-05-08 03:00:00
102321,B,2026-05-12 17:00:00
102322,B,2026-05-11 18:00:00
102323,A,2026-05-26 07:00:00
102324,B,2026-05-01 02:00:00
102325,B,2026-05-24 03:00:00
102326,A,2026-05-27 08:00:00
102327,B,2026-05-16 14:00:00
102328,A,2026-05-11 17:00:00
102329,A,2026-05-04 16:00:00
102330,B,2026-05-06 16:00:00
102331,A,2026-05-05 02:00:00
102332,A,2026-05-28 09:00:00
102333,B,2026-05-02 16:00:00
102334,B,2026-05-26 18:00:00
102335,B,2026-05-02 21:00:00
102336,A,2026-05-10 21:00:00
102337,A,2026-05-05 09:00:00
102338,A,2026-05-02 21:00:00
102339,A,2026-05-01 17:00:00
102340,B,2026-05-11 09:00:00
102341,A,2026-05-07 16:00:00
102342,B,2026-05-18 16:00:00
102343,A,2026-05-27 08:00:00
102344,A,2026-05-16 11:00:00
102345,A,2026-05-17 18:00:00
102346,A,2026-05-07 09:00:00
102347,B,2026-05-16 16:00:00
102348,B,2026-05-24 08:00:00
102349,A,2026-05-25 03:00:00
102350,B,2026-05-10 10:00:00
102351,B,2026-05-03 04:00:00
102352,B,2026-05-22 03:00:00
102353,B,2026-05-19 01:00:00
102354,B,2026-05-23 00:00:00
102355,A,2026-05-16 17:00:00
102356,B,2026-05-01 16:00:00
102357,B,2026-05-19 10:00:00
102358,A,2026-05-22 14:00:00
102359,A,2026-05-11 12:00:00
102360,B,2026-05-01 19:00:00
102361,A,2026-05-02 20:00:00
102362,B,2026-05-27 03:00:00
102363,B,2026-05-27 03:00:00
102364,A,2026-05-01 09:00:00
102365,A,2026-05-24 20:00:00
102366,B,2026-05-23 00:00:00
102367,B,2026-05-25 20:00:00
102368,A,2026-05-13 02:00:00
102369,B,2026-05-01 09:00:00
102370,A,2026-05-27 15:00:00
102371,A,2026-05-19 15:00:00
102372,A,2026-05-20 20:00:00
102373,A,2026-05-14 06:00:00
102374,B,2026-05-13 11:00:00
102375,B,2026-05-26 04:00:00
102376,A,2026-05-08 09:00:00
102377,B,2026-05-21 09:00:00
102378,B,2026-05-16 12:00:00
102379,B,2026-05-13 09:00:00
102380,B,2026-05-14 14:00:00
102381,A,2026-05-14 11:00:00
102382,A,2026-05-15 13:00:00
102383,B,2026-05-17 02:00:00
102384,B,2026-05-10 16:00:00
102385,A,2026-05-06 09:00:00
102386,B,2026-05-12 23:00:00
102387,B,2026-05-19 20:00:00
102388,A,2026-05-04 21:00:00
102389,A,2026-05-22 05:00:00
102390,A,2026-05-02 17:00:00
102391,A,2026-05-09 04:00:00
102392,A,2026-05-27 02:00:00
102393,B,2026-05-21 16:00:00
102394,A,2026-05-04 16:00:00
102395,A,2026-05-22 06:00:00
102396,A,2026-05-10 17:00:00
102397,B,2026-05-03 17:00:00
102398,A,2026-05-12 08:00:00
102399,A,2026-05-08 15:00:00
102400,B,2026-05-15 22:00:00
102401,A,2026-05-28 16:00:00
102402,B,2026-05-27 02:00:00
102403,B,2026-05-02 06:00:00
102404,B,2026-05-03 03:00:00
102405,B,2026-05-18 18:00:00
102406,A,2026-05-15 00:00:00
102407,B,2026-05-17 16:00:00
102408,A,2026-05-10 03:00:00
102409,A,2026-05-06 12:00:00
102410,A,2026-05-15 04:00:00
102411,B,2026-05-24 02:00:00
102412,A,2026-05-25 17:00:00
102413,A,2026-05-24 19:00:00
102414,A,2026-05-20 16:00:00
102415,A,2026-05-06 13:00:00
102416,A,2026-05-21 05:00:00
102417,B,2026-05-17 03:00:00
102418,A,2026-05-18 20:00:00
102419,A,2026-05-06 02:00:00
102420,A,2026-05-03 01:00:00
102421,A,2026-05-03 22:00:00
102422,B,2026-05-25 10:00:00
102423,B,2026-05-20 07:00:00
102424,A,2026-05-02 18:00:00
102425,A,2026-05-24 21:00:00
102426,B,2026-05-16 13:00:00
102427,A,2026-05-19 23:00:00
102428,A,2026-05-28 13:00:00
102429,A,2026-05-04 21:00:00
102430,B,2026-05-24 22:00:00
102431,A,2026-05-28 21:00:00
102432,A,2026-05-20 01:00:00
102433,B,2026-05-18 08:00:00
102434,B,2026-05-04 15:00:00
102435,B,2026-05-25 16:00:00
102436,A,2026-05-04 04:00:00
102437,B,2026-05-19 14:00:00
102438,A,2026-05-11 11:00:00
102439,A,2026-05-16 02:00:00
102440,B,2026-05-16 05:00:00
102441,A,2026-05-24 08:00:00
102442,A,2026-05-03 17:00:00
102443,A,2026-05-27 09:00:00
102444,A,2026-05-16 15:00:00
102445,A,2026-05-05 07:00:00
102446,A,2026-05-06 07:00:00
102447,A,2026-05-05 04:00:00
102448,B,2026-05-04 05:00:00
102449,B,2026-05-12 10:00:00
102450,B,2026-05-18 06:00:00
102451,A,2026-05-16 17:00:00
102452,B,2026-05-23 23:00:00
102453,A,2026-05-11 17:00:00
102454,A,2026-05-05 01:00:00
102455,B,2026-05-21 17:00:00
102456,A,2026-05-03 00:00:00
102457,B,2026-05-07 21:00:00
102458,B,2026-05-26 10:00:00
102459,A,2026-05-23 08:00:00
102460,A,2026-05-22 19:00:00
102461,B,2026-05-08 23:00:00
102462,A,2026-05-20 03:00:00
102463,B,2026-05-05 06:00:00
102464,A,2026-05-01 03:00:00
102465,B,2026-05-04 20:00:00
102466,A,2026-05-27 12:00:00
102467,B,2026-05-19 05:00:00
102468,A,2026-05-13 15:00:00
102469,B,2026-05-07 05:00:00
102470,A,2026-05-16 03:00:00
102471,B,2026-05-11 02:00:00
102472,A,2026-05-19 16:00:00
102473,A,2026-05-13 04:00:00
102474,B,2026-05-08 12:00:00
102475,A,2026-05-12 14:00:00
102476,B,2026-05-23 17:00:00
102477,B,2026-05-26 04:00:00
102478,A,2026-05-20 08:00:00
102479,A,2026-05-20 10:00:00
102480,A,2026-05-03 00:00:00
102481,A,2026-05-25 13:00:00
102482,B,2026-05-21 20:00:00
102483,B,2026-05-11 07:00:00
102484,A,2026-05-19 07:00:00
102485,B,2026-05-21 03:00:00
102486,B,2026-05-22 15:00:00
102487,A,2026-05-07 21:00:00
102488,A,2026-05-19 02:00:00
102489,B,2026-05-08 10:00:00
102490,B,2026-05-18 07:00:00
102491,B,2026-05-15 11:00:00
102492,B,2026-05-26 05:00:00
102493,A,2026-05-20 14:00:00
102494,B,2026-05-22 04:00:00
102495,B,2026-05-14 04:00:00
102496,B,2026-05-08 09:00:00
102497,B,2026-05-09 10:00:00
102498,B,2026-05-14 00:00:00
102499,A,2026-05-02 09:00:00
102500,B,2026-05-19 19:00:00
102501,A,2026-05-15 07:00:00
102502,A,2026-05-27 14:00:00
102503,A,2026-05-25 15:00:00
102504,B,2026-05-06 03:00:00
102505,B,2026-05-14 22:00:00
102506,A,2026-05-15 02:00:00
102507,B,2026-05-05 19:00:00
102508,B,2026-05-18 02:00:00
102509,B,2026-05-27 06:00:00
102510,B,2026-05-27 10:00:00
102511,B,2026-05-27 03:00:00
102512,A,2026-05-04 09:00:00
102513,B,2026-05-02 01:00:00
102514,B,2026-05-24 20:00:00
102515,A,2026-05-24 05:00:00
102516,A,2026-05-28 16:00:00
102517,B,2026-05-04 06:00:00
102518,B,2026-05-11 05:00:00
102519,A,2026-05-26 04:00:00
102520,A,2026-05-14 09:00:00
102521,B,2026-05-04 10:00:00
102522,B,2026-05-22 02:00:00
102523,B,2026-05-02 15:00:00
102524,A,2026-05-05 07:00:00
102525,B,2026-05-05 04:00:00
102526,B,2026-05-23 08:00:00
102527,A,2026-05-20 05:00:00
102528,B,2026-05-06 09:00:00
102529,A,2026-05-21 13:00:00
102530,B,2026-05-24 19:00:00
102531,A,2026-05-27 21:00:00
102532,A,2026-05-02 14:00:00
102533,A,2026-05-18 12:00:00
102534,B,2026-05-09 18:00:00
102535,B,2026-05-16 05:00:00
102536,A,2026-05-16 11:00:00
102537,B,2026-05-24 11:00:00
102538,A,2026-05-19 06:00:00
102539,B,2026-05-05 10:00:00
102540,A,2026-05-13 04:00:00
102541,B,2026-05-09 12:00:00
102542,A,2026-05-16 01:00:00
102543,A,2026-05-04 12:00:00
102544,B,2026-05-05 19:00:00
102545,A,2026-05-27 21:00:00
102546,B,2026-05-05 23:00:00
102547,B,2026-05-17 03:00:00
102548,A,2026-05-06 23:00:00
102549,A,2026-05-01 03:00:00
102550,B,2026-05-28 22:00:00
102551,A,2026-05-11 10:00:00
102552,A,2026-05-19 19:00:00
102553,A,2026-05-27 09:00:00
102554,B,2026-05-04 10:00:00
102555,B,2026-05-08 09:00:00
102556,B,2026-05-11 21:00:00
102557,A,2026-05-28 01:00:00
102558,A,2026-05-26 14:00:00
102559,B,2026-05-16 08:00:00
102560,B,2026-05-14 21:00:00
102561,B,2026-05-06 21:00:00
102562,A,2026-05-24 15:00:00
102563,A,2026-05-19 21:00:00
102564,A,2026-05-26 03:00:00
102565,A,2026-05-08 06:00:00
102566,A,2026-05-10 16:00:00
102567,A,2026-05-09 16:00:00
102568,B,2026-05-01 10:00:00
102569,B,2026-05-14 00:00:00
102570,B,2026-05-13 11:00:00
102571,A,2026-05-24 07:00:00
102572,A,2026-05-15 03:00:00
102573,A,2026-05-12 09:00:00
102574,B,2026-05-10 00:00:00
102575,A,2026-05-01 21:00:00
102576,A,2026-05-10 04:00:00
102577,A,2026-05-15 11:00:00
102578,B,2026-05-18 00:00:00
102579,A,2026-05-22 09:00:00
102580,B,2026-05-01 22:00:00
102581,A,2026-05-23 05:00:00
102582,A,2026-05-21 11:00:00
102583,B,2026-05-07 04:00:00
102584,A,2026-05-28 05:00:00
102585,A,2026-05-19 02:00:00
102586,A,2026-05-18 12:00:00
102587,A,2026-05-23 21:00:00
102588,A,2026-05-08 04:00:00
102589,B,2026-05-26 16:00:00
102590,B,2026-05-10 17:00:00
102591,A,2026-05-03 19:00:00
102592,B,2026-05-07 09:00:00
102593,B,2026-05-16 04:00:00
102594,B,2026-05-12 15:00:00
102595,B,2026-05-20 15:00:00
102596,A,2026-05-12 21:00:00
102597,B,2026-05-26 23:00:00
102598,B,2026-05-03 07:00:00
102599,A,2026-05-03 18:00:00
102600,B,2026-05-14 03:00:00
102601,B,2026-05-28 04:00:00
102602,B,2026-05-25 12:00:00
102603,B,2026-05-01 06:00:00
102604,B,2026-05-10 02:00:00
102605,B,2026-05-06 11:00:00
102606,A,2026-05-01 09:00:00
102607,B,2026-05-07 10:00:00
102608,A,2026-05-17 19:00:00
102609,A,2026-05-04 17:00:00
102610,B,2026-05-14 11:00:00
102611,A,2026-05-04 01:00:00
102612,A,2026-05-05 01:00:00
102613,A,2026-05-22 17:00:00
102614,A,2026-05-28 12:00:00
102615,A,2026-05-19 23:00:00
102616,A,2026-05-20 21:00:00
102617,B,2026-05-22 20:00:00
102618,A,2026-05-17 09:00:00
102619,B,2026-05-03 04:00:00
102620,B,2026-05-18 17:00:00
102621,A,2026-05-12 07:00:00
102622,A,2026-05-25 23:00:00
102623,B,2026-05-18 19:00:00
102624,A,2026-05-28 06:00:00
102625,B,2026-05-06 21:00:00
102626,A,2026-05-13 02:00:00
102627,B,2026-05-21 05:00:00
102628,B,2026-05-20 23:00:00
102629,A,2026-05-03 07:00:00
102630,A,2026-05-02 15:00:00
102631,B,2026-05-10 01:00:00
102632,B,2026-05-17 01:00:00
102633,B,2026-05-27 00:00:00
102634,B,2026-05-03 03:00:00
102635,A,2026-05-19 08:00:00
102636,B,2026-05-12 20:00:00
102637,A,2026-05-26 22:00:00
102638,B,2026-05-02 18:00:00
102639,A,2026-05-15 15:00:00
102640,B,2026-05-18 21:00:00
102641,A,2026-05-04 13:00:00
102642,A,2026-05-13 14:00:00
102643,A,2026-05-12 12:00:00
102644,A,2026-05-19 16:00:00
102645,B,2026-05-26 07:00:00
102646,A,2026-05-21 05:00:00
102647,A,2026-05-04 17:00:00
102648,A,2026-05-22 22:00:00
102649,B,2026-05-07 05:00:00
102650,A,2026-05-05 18:00:00
102651,A,2026-05-05 14:00:00
102652,A,2026-05-04 20:00:00
102653,B,2026-05-12 22:00:00
102654,A,2026-05-21 16:00:00
102655,B,2026-05-11 01:00:00
102656,B,2026-05-07 22:00:00
102657,A,2026-05-24 09:00:00
102658,A,2026-05-07 09:00:00
102659,B,2026-05-01 07:00:00
102660,A,2026-05-24 05:00:00
102661,B,2026-05-25 23:00:00
102662,B,2026-05-15 11:00:00
102663,A,2026-05-11 03:00:00
102664,A,2026-05-22 01:00:00
102665,B,2026-05-22 10:00:00
102666,B,2026-05-04 02:00:00
102667,B,2026-05-22 05:00:00
102668,A,2026-05-01 19:00:00
102669,B,2026-05-17 18:00:00
102670,A,2026-05-21 06:00:00
102671,A,2026-05-26 00:00:00
102672,B,2026-05-27 20:00:00
102673,B,2026-05-22 14:00:00
102674,B,2026-05-02 07:00:00
102675,B,2026-05-28 11:00:00
102676,A,2026-05-05 05:00:00
102677,B,2026-05-09 23:00:00
102678,A,2026-05-27 07:00:00
102679,B,2026-05-23 05:00:00
102680,A,2026-05-12 07:00:00
102681,B,2026-05-21 02:00:00
102682,B,2026-05-01 07:00:00
102683,A,2026-05-05 08:00:00
102684,A,2026-05-12 18:00:00
102685,B,2026-05-17 09:00:00
102686,A,2026-05-26 17:00:00
102687,A,2026-05-07 21:00:00
102688,B,2026-05-01 13:00:00
102689,A,2026-05-06 12:00:00
102690,A,2026-05-22 02:00:00
102691,B,2026-05-24 21:00:00
102692,A,2026-05-17 07:00:00
102693,A,2026-05-06 07:00:00
102694,B,2026-05-02 01:00:00
102695,A,2026-05-03 11:00:00
102696,B,2026-05-21 12:00:00
102697,A,2026-05-17 15:00:00
102698,B,2026-05-04 14:00:00
102699,B,2026-05-05 12:00:00
102700,A,2026-05-02 00:00:00
102701,A,2026-05-16 07:00:00
102702,B,2026-05-16 12:00:00
102703,B,2026-05-01 00:00:00
